participant_id,session,trial_num,is_practice,face_image,face_nationality,face_duration_planned_s,face_duration_actual_s,reproduced_duration_s,reproduction_error_s
1787,001,1,False,IL_M_02,israeli,1.6,1.6005575000308454,1.3008763999678195,-0.29912360003218064
1787,001,2,False,IL_F_02,israeli,1.6,1.6001806003041565,2.117413300089538,0.517413300089538
1787,001,3,False,UK_M_07,uk,1.6,1.6004753997549415,1.843370399903506,0.24337039990350595
1787,001,4,False,IL_M_04,israeli,0.8,0.8002583999186754,1.0092938002198935,0.2092938002198934
1787,001,5,False,UK_F_03,uk,0.8,0.8000957001931965,1.1670852000825107,0.36708520008251067
1787,001,6,False,UK_F_12,uk,0.8,0.8000296000391245,1.7842509998008609,0.9842509998008608
1787,001,7,False,IL_F_04,israeli,1.6,1.6002791998907924,1.7089617000892758,0.10896170008927575
1787,001,8,False,UK_M_04,uk,1.6,1.6006185002624989,1.4589714002795517,-0.14102859972044834
1787,001,9,False,IL_F_06,israeli,1.6,1.6000949000008404,1.0421040002256632,-0.5578959997743369
1787,001,10,False,IL_M_09,israeli,1.6,1.6005076002329588,1.4588365000672638,-0.14116349993273625
1787,001,11,False,IL_F_05,israeli,0.8,0.8083021999336779,1.117828699760139,0.31782869976013894
1787,001,12,False,UK_F_01,uk,1.6,1.6002998002804816,1.2921229000203311,-0.30787709997966894
1787,001,13,False,UK_F_06,uk,0.8,0.8002725997939706,0.9762541996315122,0.17625419963151212
1787,001,14,False,IL_M_10,israeli,0.8,0.8002110999077559,0.9837731001898646,0.1837731001898646
1787,001,15,False,IL_F_08,israeli,1.6,1.6004677996970713,1.3338809995912015,-0.26611900040879855
1787,001,16,False,UK_F_07,uk,0.8,0.8002154999412596,0.9837576998397708,0.18375769983977075
1787,001,17,False,IL_M_08,israeli,1.6,1.600417099893093,1.3677849997766316,-0.2322150002233685
1787,001,18,False,UK_M_01,uk,1.6,1.6005341997370124,1.5506127998232841,-0.04938720017671594
1787,001,19,False,UK_M_09,uk,0.8,0.8003127002157271,1.3336399998515844,0.5336399998515844
1787,001,20,False,UK_M_08,uk,0.8,0.8002015999518335,1.3338568001054227,0.5338568001054227
1787,001,21,False,IL_M_05,israeli,1.6,1.6004075999371707,1.2171833999454975,-0.3828166000545026
1787,001,22,False,UK_M_03,uk,0.8,0.8002516999840736,1.284516100306064,0.48451610030606385
1787,001,23,False,UK_M_13,uk,0.8,0.800176199991256,1.3172201002016664,0.5172201002016663
1787,001,24,False,UK_M_06,uk,0.8,0.8001938001252711,0.6336654000915587,-0.16633459990844135
1787,001,25,False,IL_F_03,israeli,0.8,0.8001816999167204,0.9337581000290811,0.13375810002908106
1787,001,26,False,UK_M_02,uk,0.8,0.8002380998805165,0.8607529001310468,0.06075290013104673
1787,001,27,False,UK_F_13,uk,1.6,1.6004223003983498,1.6841253000311553,0.08412530003115526
1787,001,28,False,UK_F_11,uk,1.6,1.600574600044638,1.950766600202769,0.35076660020276895
1787,001,29,False,IL_F_01,israeli,0.8,0.8002570997923613,0.9927248996682465,0.19272489966824646
1787,001,30,False,UK_F_08,uk,0.8,0.8003302002325654,0.8343147998675704,0.034314799867570356
1787,001,31,False,UK_M_11,uk,1.6,1.6004885998554528,1.3755747000686824,-0.22442529993131766
1787,001,32,False,IL_F_10,israeli,1.6,1.6002431996166706,1.1004345999099314,-0.49956540009006867
